NAME,c_income,c_less10k,c_10_14999,c_15_24999,c_25_34999,c_35_49999,c_50_74999,c_75_99999,c_100_149,c_150_199,c_200more,c_income_moe,c_less10k_moe,c_10_14999_moe,c_15_24999_moe,c_25_34999_moe,c_35_49999_moe,c_50_74999_moe,c_75_99999_moe,c_100_149_moe,c_150_199_moe,c_200more_moe,state_fips,county_fips,tract_fips,year,FIPS_11_digit
"Census Tract 122, Shasta County, California",2156,8.0,7.0,12.0,18.0,14.0,14.0,11.0,6.0,3.0,3.0,146,4.0,5.0,6.0,6.0,6.0,6.0,6.0,3.0,2.0,3.0,06,089,012200,2018,06089012200
"Census Tract 126.01, Shasta County, California",1990,5.0,9.0,10.0,5.0,12.0,23.0,9.0,12.0,7.0,4.0,113,1.0,3.0,2.0,1.0,4.0,6.0,2.0,3.0,4.0,2.0,06,089,012601,2018,06089012601
"Census Tract 127.02, Shasta County, California",1107,7.0,6.0,10.0,9.0,18.0,16.0,9.0,12.0,7.0,1.0,172,6.0,4.0,6.0,6.0,9.0,7.0,6.0,7.0,4.0,2.0,06,089,012702,2018,06089012702
"Census Tract 105, Shasta County, California",2145,9.0,10.0,8.0,10.0,22.0,12.0,11.0,9.0,1.0,2.0,140,4.0,5.0,5.0,6.0,6.0,4.0,4.0,5.0,1.0,2.0,06,089,010500,2018,06089010500
"Census Tract 116, Shasta County, California",1455,15.0,5.0,11.0,8.0,12.0,21.0,9.0,10.0,1.0,2.0,96,6.0,3.0,5.0,4.0,5.0,7.0,4.0,5.0,1.0,2.0,06,089,011600,2018,06089011600
"Census Tract 119, Shasta County, California",1683,3.0,2.0,7.0,6.0,8.0,22.0,13.0,18.0,10.0,7.0,119,2.0,1.0,3.0,2.0,3.0,6.0,5.0,4.0,4.0,3.0,06,089,011900,2018,06089011900
"Census Tract 123.01, Shasta County, California",1122,12.0,10.0,9.0,17.0,15.0,14.0,9.0,1.0,7.0,1.0,68,7.0,5.0,5.0,9.0,6.0,7.0,6.0,1.0,5.0,1.0,06,089,012301,2018,06089012301
"Census Tract 123.02, Shasta County, California",2063,2.0,3.0,11.0,7.0,10.0,30.0,12.0,17.0,4.0,0.0,153,2.0,4.0,5.0,4.0,4.0,10.0,5.0,7.0,4.0,0.0,06,089,012302,2018,06089012302
"Census Tract 109, Shasta County, California",1706,8.0,5.0,21.0,9.0,12.0,19.0,9.0,4.0,1.0,6.0,120,5.0,3.0,7.0,4.0,4.0,6.0,3.0,2.0,1.0,3.0,06,089,010900,2018,06089010900
"Census Tract 123.03, Shasta County, California",1513,2.0,9.0,7.0,10.0,11.0,14.0,12.0,15.0,11.0,5.0,79,2.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,3.0,06,089,012303,2018,06089012303
"Census Tract 124, Shasta County, California",1545,5.0,6.0,9.0,12.0,14.0,17.0,10.0,13.0,5.0,6.0,101,2.0,2.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,2.0,06,089,012400,2018,06089012400
"Census Tract 113, Shasta County, California",1863,3.0,6.0,9.0,15.0,17.0,21.0,11.0,10.0,2.0,1.0,134,2.0,3.0,4.0,5.0,7.0,5.0,4.0,5.0,2.0,1.0,06,089,011300,2018,06089011300
"Census Tract 125, Shasta County, California",717,10.0,11.0,13.0,8.0,13.0,16.0,3.0,12.0,5.0,4.0,67,5.0,5.0,5.0,5.0,5.0,6.0,2.0,5.0,5.0,4.0,06,089,012500,2018,06089012500
"Census Tract 120, Shasta County, California",1776,6.0,13.0,14.0,16.0,18.0,15.0,11.0,2.0,2.0,0.0,114,2.0,4.0,5.0,5.0,6.0,5.0,3.0,2.0,1.0,0.0,06,089,012000,2018,06089012000
"Census Tract 127.01, Shasta County, California",1809,9.0,5.0,8.0,19.0,13.0,21.0,9.0,6.0,5.0,1.0,123,4.0,4.0,3.0,7.0,4.0,4.0,4.0,3.0,4.0,1.0,06,089,012701,2018,06089012701
"Census Tract 107.02, Shasta County, California",1573,4.0,13.0,11.0,2.0,6.0,14.0,12.0,17.0,8.0,8.0,98,3.0,4.0,4.0,2.0,2.0,5.0,4.0,4.0,3.0,3.0,06,089,010702,2018,06089010702
"Census Tract 102, Shasta County, California",1125,8.0,15.0,18.0,8.0,10.0,16.0,10.0,5.0,6.0,0.0,55,4.0,6.0,6.0,4.0,5.0,7.0,5.0,3.0,4.0,3.0,06,089,010200,2018,06089010200
"Census Tract 115, Shasta County, California",2176,5.0,5.0,9.0,6.0,18.0,25.0,6.0,14.0,7.0,1.0,141,4.0,4.0,5.0,4.0,9.0,8.0,3.0,6.0,4.0,1.0,06,089,011500,2018,06089011500
"Census Tract 2505.01, Solano County, California",769,2.0,2.0,11.0,10.0,7.0,11.0,25.0,10.0,9.0,9.0,56,2.0,2.0,6.0,5.0,4.0,5.0,9.0,5.0,5.0,5.0,06,095,250501,2018,06095250501
"Census Tract 2506.01, Solano County, California",1559,8.0,0.0,4.0,3.0,16.0,12.0,19.0,17.0,10.0,6.0,61,6.0,1.0,3.0,3.0,8.0,5.0,7.0,6.0,5.0,4.0,06,095,250601,2018,06095250601
"Census Tract 2518.02, Solano County, California",1195,14.0,15.0,18.0,16.0,9.0,11.0,6.0,6.0,0.0,0.0,113,7.0,6.0,6.0,8.0,5.0,5.0,4.0,3.0,1.0,2.0,06,095,251802,2018,06095251802
"Census Tract 2527.05, Solano County, California",1840,5.0,1.0,3.0,4.0,7.0,16.0,17.0,27.0,7.0,7.0,91,3.0,1.0,2.0,2.0,3.0,5.0,5.0,7.0,3.0,3.0,06,095,252705,2018,06095252705
"Census Tract 2521.08, Solano County, California",1343,3.0,2.0,8.0,3.0,10.0,21.0,8.0,19.0,8.0,14.0,48,2.0,2.0,4.0,2.0,5.0,6.0,3.0,6.0,4.0,4.0,06,095,252108,2018,06095252108
"Census Tract 2531.06, Solano County, California",1302,6.0,0.0,3.0,4.0,8.0,17.0,13.0,21.0,15.0,8.0,63,3.0,1.0,2.0,3.0,5.0,6.0,5.0,7.0,6.0,5.0,06,095,253106,2018,06095253106
"Census Tract 626.40, Orange County, California",1579,5.0,1.0,4.0,5.0,8.0,17.0,15.0,20.0,9.0,11.0,78,3.0,1.0,2.0,3.0,5.0,5.0,6.0,6.0,4.0,4.0,06,059,062640,2018,06059062640
"Census Tract 626.44, Orange County, California",3282,2.0,4.0,5.0,2.0,5.0,8.0,8.0,12.0,10.0,39.0,173,2.0,2.0,3.0,2.0,3.0,5.0,4.0,5.0,4.0,5.0,06,059,062644,2018,06059062644
"Census Tract 630.08, Orange County, California",551,0.0,2.0,6.0,1.0,6.0,25.0,5.0,21.0,10.0,20.0,53,6.0,4.0,3.0,2.0,4.0,9.0,3.0,5.0,7.0,6.0,06,059,063008,2018,06059063008
"Census Tract 631.03, Orange County, California",1061,1.0,2.0,8.0,4.0,5.0,9.0,12.0,16.0,14.0,24.0,77,1.0,2.0,4.0,3.0,3.0,5.0,4.0,6.0,6.0,7.0,06,059,063103,2018,06059063103
"Census Tract 637.01, Orange County, California",1587,4.0,10.0,11.0,14.0,9.0,17.0,17.0,9.0,3.0,2.0,91,3.0,4.0,5.0,6.0,4.0,6.0,5.0,3.0,2.0,2.0,06,059,063701,2018,06059063701
"Census Tract 639.03, Orange County, California",1089,3.0,0.0,3.0,7.0,9.0,10.0,15.0,23.0,10.0,15.0,69,2.0,1.0,2.0,4.0,4.0,4.0,7.0,7.0,4.0,5.0,06,059,063903,2018,06059063903
"Census Tract 639.05, Orange County, California",1683,1.0,2.0,4.0,9.0,10.0,14.0,14.0,21.0,6.0,14.0,117,1.0,3.0,3.0,4.0,4.0,5.0,4.0,6.0,4.0,5.0,06,059,063905,2018,06059063905
"Census Tract 740.04, Orange County, California",2289,3.0,6.0,4.0,4.0,12.0,18.0,19.0,21.0,6.0,2.0,92,2.0,4.0,4.0,3.0,6.0,7.0,7.0,7.0,3.0,2.0,06,059,074004,2018,06059074004
"Census Tract 745.02, Orange County, California",1019,5.0,3.0,9.0,12.0,13.0,13.0,13.0,18.0,6.0,3.0,36,4.0,3.0,4.0,5.0,6.0,5.0,5.0,5.0,3.0,2.0,06,059,074502,2018,06059074502
"Census Tract 750.02, Orange County, California",2287,8.0,10.0,21.0,13.0,10.0,20.0,8.0,3.0,0.0,1.0,107,4.0,4.0,7.0,4.0,4.0,6.0,4.0,3.0,1.0,1.0,06,059,075002,2018,06059075002
"Census Tract 752.01, Orange County, California",1143,1.0,1.0,5.0,7.0,22.0,24.0,14.0,14.0,3.0,5.0,28,1.0,3.0,4.0,4.0,8.0,7.0,7.0,6.0,3.0,4.0,06,059,075201,2018,06059075201
"Census Tract 753.02, Orange County, California",1141,0.0,1.0,5.0,5.0,15.0,23.0,13.0,9.0,16.0,8.0,38,3.0,1.0,3.0,4.0,5.0,8.0,5.0,4.0,6.0,4.0,06,059,075302,2018,06059075302
"Census Tract 20, Sacramento County, California",1384,5.0,4.0,14.0,10.0,11.0,20.0,13.0,9.0,2.0,7.0,85,3.0,3.0,6.0,4.0,5.0,6.0,5.0,3.0,2.0,3.0,06,067,002000,2018,06067002000
"Census Tract 25, Sacramento County, California",695,1.0,1.0,0.0,4.0,5.0,10.0,14.0,23.0,15.0,22.0,58,1.0,1.0,1.0,4.0,4.0,4.0,6.0,7.0,6.0,5.0,06,067,002500,2018,06067002500
"Census Tract 36, Sacramento County, California",1010,3.0,9.0,15.0,7.0,16.0,22.0,13.0,9.0,0.0,1.0,55,3.0,5.0,5.0,3.0,7.0,5.0,6.0,4.0,0.0,1.0,06,067,003600,2018,06067003600
"Census Tract 40.04, Sacramento County, California",2668,1.0,0.0,7.0,4.0,9.0,17.0,14.0,22.0,16.0,5.0,125,1.0,0.0,3.0,2.0,3.0,5.0,5.0,5.0,5.0,2.0,06,067,004004,2018,06067004004
"Census Tract 40.08, Sacramento County, California",1561,4.0,2.0,2.0,7.0,10.0,15.0,12.0,27.0,9.0,6.0,53,3.0,2.0,2.0,4.0,3.0,4.0,4.0,7.0,4.0,3.0,06,067,004008,2018,06067004008
"Census Tract 40.09, Sacramento County, California",2130,5.0,4.0,10.0,4.0,6.0,20.0,17.0,15.0,9.0,4.0,173,3.0,5.0,5.0,3.0,3.0,8.0,6.0,6.0,4.0,3.0,06,067,004009,2018,06067004009
"Census Tract 51.01, Sacramento County, California",1262,12.0,8.0,15.0,11.0,16.0,18.0,7.0,8.0,1.0,0.0,75,6.0,5.0,6.0,6.0,6.0,6.0,3.0,5.0,1.0,2.0,06,067,005101,2018,06067005101
"Census Tract 54.04, Sacramento County, California",2578,9.0,1.0,4.0,4.0,8.0,11.0,13.0,14.0,7.0,25.0,170,4.0,1.0,2.0,3.0,4.0,5.0,5.0,4.0,3.0,5.0,06,067,005404,2018,06067005404
"Census Tract 76.01, Sacramento County, California",2786,10.0,6.0,7.0,10.0,10.0,15.0,9.0,12.0,10.0,5.0,151,4.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,2.0,06,067,007601,2018,06067007601
"Census Tract 64, Sacramento County, California",1776,13.0,6.0,12.0,17.0,12.0,22.0,7.0,6.0,1.0,0.0,103,5.0,3.0,4.0,6.0,4.0,6.0,3.0,3.0,1.0,0.0,06,067,006400,2018,06067006400
"Census Tract 66, Sacramento County, California",2152,13.0,10.0,10.0,13.0,21.0,14.0,11.0,5.0,0.0,0.0,98,5.0,3.0,4.0,5.0,7.0,4.0,4.0,3.0,0.0,0.0,06,067,006600,2018,06067006600
"Census Tract 74.17, Sacramento County, California",925,3.0,2.0,2.0,6.0,11.0,20.0,17.0,23.0,7.0,4.0,23,2.0,3.0,2.0,4.0,5.0,5.0,6.0,6.0,4.0,4.0,06,067,007417,2018,06067007417
"Census Tract 80.07, Sacramento County, California",1401,6.0,7.0,6.0,8.0,6.0,25.0,9.0,14.0,7.0,6.0,71,4.0,6.0,3.0,4.0,3.0,8.0,4.0,4.0,4.0,3.0,06,067,008007,2018,06067008007
"Census Tract 80.09, Sacramento County, California",1859,3.0,5.0,7.0,9.0,12.0,13.0,9.0,10.0,8.0,19.0,100,1.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,06,067,008009,2018,06067008009
"Census Tract 81.20, Sacramento County, California",1986,2.0,2.0,9.0,12.0,15.0,27.0,11.0,12.0,4.0,0.0,103,2.0,2.0,3.0,5.0,5.0,6.0,4.0,4.0,3.0,1.0,06,067,008120,2018,06067008120
"Census Tract 81.27, Sacramento County, California",1727,2.0,1.0,2.0,9.0,13.0,28.0,17.0,20.0,3.0,0.0,52,2.0,2.0,1.0,3.0,5.0,6.0,5.0,6.0,3.0,0.0,06,067,008127,2018,06067008127
"Census Tract 81.32, Sacramento County, California",1481,1.0,1.0,12.0,9.0,13.0,24.0,10.0,19.0,4.0,4.0,55,1.0,0.0,4.0,3.0,4.0,6.0,5.0,5.0,3.0,2.0,06,067,008132,2018,06067008132
"Census Tract 81.45, Sacramento County, California",2616,2.0,0.0,4.0,8.0,7.0,20.0,21.0,23.0,8.0,3.0,120,2.0,1.0,2.0,4.0,3.0,5.0,5.0,5.0,3.0,2.0,06,067,008145,2018,06067008145
"Census Tract 82.03, Sacramento County, California",1872,8.0,1.0,9.0,3.0,13.0,16.0,12.0,17.0,8.0,9.0,65,5.0,1.0,4.0,1.0,4.0,5.0,4.0,5.0,4.0,4.0,06,067,008203,2018,06067008203
"Census Tract 72.02, Sacramento County, California",1294,7.0,5.0,15.0,7.0,7.0,16.0,12.0,17.0,5.0,4.0,70,4.0,4.0,5.0,5.0,3.0,6.0,5.0,6.0,3.0,3.0,06,067,007202,2018,06067007202
"Census Tract 72.08, Sacramento County, California",1367,5.0,2.0,5.0,8.0,5.0,33.0,19.0,13.0,5.0,1.0,102,3.0,2.0,3.0,5.0,3.0,8.0,5.0,5.0,3.0,1.0,06,067,007208,2018,06067007208
"Census Tract 74.14, Sacramento County, California",1441,7.0,8.0,9.0,7.0,11.0,29.0,9.0,8.0,1.0,6.0,39,4.0,4.0,4.0,4.0,5.0,7.0,3.0,4.0,1.0,5.0,06,067,007414,2018,06067007414
"Census Tract 74.15, Sacramento County, California",1126,3.0,6.0,6.0,6.0,5.0,26.0,11.0,25.0,5.0,3.0,69,3.0,3.0,6.0,3.0,4.0,6.0,6.0,11.0,3.0,3.0,06,067,007415,2018,06067007415
"Census Tract 79.03, Sacramento County, California",1870,2.0,1.0,7.0,5.0,13.0,21.0,12.0,27.0,5.0,2.0,67,1.0,1.0,4.0,3.0,4.0,4.0,4.0,5.0,2.0,1.0,06,067,007903,2018,06067007903
"Census Tract 80.06, Sacramento County, California",2287,6.0,2.0,5.0,4.0,8.0,19.0,9.0,12.0,13.0,17.0,147,4.0,2.0,3.0,3.0,4.0,7.0,4.0,4.0,4.0,4.0,06,067,008006,2018,06067008006
"Census Tract 117, Monterey County, California",1528,3.0,2.0,3.0,4.0,6.0,6.0,12.0,16.0,12.0,30.0,164,2.0,2.0,2.0,3.0,3.0,3.0,5.0,5.0,5.0,6.0,06,053,011700,2018,06053011700
"Census Tract 136, Monterey County, California",1412,2.0,0.0,13.0,11.0,15.0,18.0,10.0,20.0,3.0,3.0,94,2.0,1.0,6.0,4.0,6.0,5.0,4.0,6.0,2.0,2.0,06,053,013600,2018,06053013600
"Census Tract 137, Monterey County, California",1424,7.0,5.0,13.0,17.0,10.0,25.0,8.0,10.0,1.0,0.0,90,4.0,4.0,5.0,6.0,4.0,6.0,4.0,4.0,1.0,1.0,06,053,013700,2018,06053013700
"Census Tract 138, Monterey County, California",1723,2.0,0.0,4.0,4.0,15.0,22.0,14.0,21.0,11.0,4.0,93,2.0,2.0,2.0,2.0,5.0,6.0,4.0,4.0,5.0,2.0,06,053,013800,2018,06053013800
"Census Tract 101.02, Monterey County, California",986,0.0,0.0,2.0,4.0,5.0,12.0,9.0,31.0,10.0,24.0,77,1.0,3.0,2.0,2.0,3.0,5.0,4.0,8.0,5.0,8.0,06,053,010102,2018,06053010102
"Census Tract 103.05, Monterey County, California",1420,2.0,0.0,6.0,5.0,9.0,18.0,10.0,20.0,12.0,15.0,83,2.0,2.0,4.0,3.0,4.0,5.0,4.0,7.0,5.0,5.0,06,053,010305,2018,06053010305
"Census Tract 111.02, Monterey County, California",2773,0.0,4.0,6.0,9.0,15.0,17.0,17.0,20.0,2.0,5.0,230,0.0,2.0,4.0,5.0,5.0,5.0,6.0,6.0,2.0,4.0,06,053,011102,2018,06053011102
"Census Tract 112.02, Monterey County, California",1609,0.0,3.0,10.0,15.0,19.0,17.0,15.0,12.0,0.0,3.0,121,0.0,3.0,4.0,5.0,6.0,6.0,6.0,5.0,1.0,3.0,06,053,011202,2018,06053011202
"Census Tract 122, Monterey County, California",1204,1.0,3.0,3.0,6.0,8.0,22.0,13.0,21.0,8.0,12.0,97,1.0,2.0,2.0,4.0,4.0,7.0,5.0,6.0,4.0,4.0,06,053,012200,2018,06053012200
"Census Tract 134, Monterey County, California",642,4.0,1.0,4.0,5.0,6.0,14.0,19.0,20.0,12.0,12.0,50,2.0,1.0,1.0,2.0,2.0,4.0,4.0,5.0,3.0,2.0,06,053,013400,2018,06053013400
"Census Tract 135, Monterey County, California",1796,7.0,6.0,9.0,8.0,10.0,18.0,10.0,17.0,6.0,5.0,106,4.0,3.0,4.0,3.0,4.0,5.0,4.0,4.0,3.0,3.0,06,053,013500,2018,06053013500
"Census Tract 106.05, Monterey County, California",933,1.0,0.0,8.0,5.0,12.0,24.0,17.0,22.0,4.0,2.0,33,1.0,3.0,6.0,3.0,5.0,7.0,7.0,6.0,3.0,1.0,06,053,010605,2018,06053010605
"Census Tract 111.01, Monterey County, California",1290,7.0,9.0,1.0,18.0,19.0,24.0,4.0,9.0,1.0,4.0,101,5.0,5.0,1.0,8.0,7.0,8.0,4.0,5.0,1.0,2.0,06,053,011101,2018,06053011101
"Census Tract 123.02, Monterey County, California",962,5.0,1.0,3.0,8.0,12.0,19.0,12.0,20.0,10.0,7.0,60,3.0,1.0,2.0,3.0,3.0,4.0,4.0,5.0,5.0,2.0,06,053,012302,2018,06053012302
"Census Tract 127, Monterey County, California",1683,5.0,4.0,6.0,8.0,11.0,15.0,6.0,24.0,8.0,10.0,129,3.0,2.0,3.0,3.0,4.0,4.0,3.0,5.0,4.0,4.0,06,053,012700,2018,06053012700
"Census Tract 139, Monterey County, California",905,4.0,8.0,16.0,8.0,11.0,11.0,7.0,24.0,3.0,3.0,55,2.0,5.0,7.0,4.0,5.0,6.0,4.0,5.0,1.0,2.0,06,053,013900,2018,06053013900
"Census Tract 143.02, Monterey County, California",1677,5.0,4.0,7.0,5.0,12.0,17.0,15.0,23.0,7.0,3.0,112,3.0,3.0,3.0,3.0,4.0,5.0,4.0,6.0,3.0,2.0,06,053,014302,2018,06053014302
"Census Tract 140, Monterey County, California",837,4.0,2.0,11.0,14.0,14.0,21.0,11.0,14.0,3.0,3.0,65,3.0,1.0,4.0,5.0,5.0,5.0,4.0,6.0,2.0,2.0,06,053,014000,2018,06053014000
"Census Tract 17, Monterey County, California",1216,8.0,2.0,4.0,19.0,12.0,22.0,13.0,10.0,1.0,3.0,78,6.0,2.0,3.0,7.0,7.0,8.0,5.0,5.0,2.0,3.0,06,053,001700,2018,06053001700
"Census Tract 8, Monterey County, California",1155,3.0,3.0,9.0,9.0,25.0,19.0,15.0,8.0,3.0,0.0,65,3.0,3.0,5.0,6.0,8.0,7.0,7.0,4.0,4.0,3.0,06,053,000800,2018,06053000800
"Census Tract 156, San Francisco County, California",1450,3.0,7.0,9.0,5.0,4.0,8.0,11.0,16.0,11.0,20.0,69,2.0,5.0,5.0,3.0,2.0,3.0,4.0,5.0,5.0,5.0,06,075,015600,2018,06075015600
"Census Tract 102, San Francisco County, California",2541,2.0,3.0,3.0,7.0,3.0,11.0,4.0,18.0,15.0,29.0,200,2.0,2.0,2.0,4.0,3.0,4.0,2.0,5.0,5.0,7.0,06,075,010200,2018,06075010200
"Census Tract 108, San Francisco County, California",2466,4.0,6.0,5.0,4.0,3.0,13.0,10.0,17.0,15.0,19.0,188,2.0,3.0,3.0,3.0,2.0,6.0,5.0,5.0,5.0,5.0,06,075,010800,2018,06075010800
"Census Tract 331, San Francisco County, California",1416,2.0,2.0,3.0,4.0,10.0,10.0,8.0,17.0,13.0,25.0,83,2.0,2.0,3.0,4.0,4.0,5.0,3.0,6.0,5.0,6.0,06,075,033100,2018,06075033100
"Census Tract 402, San Francisco County, California",2319,3.0,0.0,6.0,3.0,8.0,11.0,12.0,16.0,11.0,27.0,189,4.0,1.0,5.0,2.0,4.0,5.0,5.0,5.0,4.0,6.0,06,075,040200,2018,06075040200
"Census Tract 3400.02, Contra Costa County, California",3004,2.0,1.0,4.0,3.0,3.0,9.0,7.0,18.0,11.0,38.0,89,2.0,1.0,3.0,2.0,2.0,4.0,3.0,5.0,4.0,6.0,06,013,340002,2018,06013340002
"Census Tract 3430.01, Contra Costa County, California",1970,2.0,3.0,10.0,5.0,2.0,11.0,10.0,22.0,12.0,18.0,141,2.0,4.0,6.0,4.0,2.0,4.0,5.0,7.0,5.0,6.0,06,013,343001,2018,06013343001
"Census Tract 3461.02, Contra Costa County, California",1899,1.0,2.0,0.0,0.0,2.0,5.0,5.0,8.0,12.0,61.0,104,2.0,3.0,1.0,1.0,2.0,3.0,3.0,3.0,4.0,6.0,06,013,346102,2018,06013346102
"Census Tract 3470, Contra Costa County, California",2293,0.0,1.0,1.0,1.0,9.0,5.0,13.0,9.0,13.0,42.0,94,1.0,1.0,1.0,2.0,5.0,2.0,4.0,4.0,5.0,6.0,06,013,347000,2018,06013347000
"Census Tract 3530.01, Contra Costa County, California",1352,2.0,0.0,1.0,2.0,4.0,4.0,6.0,13.0,10.0,55.0,91,3.0,2.0,1.0,1.0,2.0,2.0,3.0,5.0,4.0,6.0,06,013,353001,2018,06013353001
"Census Tract 3560.01, Contra Costa County, California",1235,4.0,0.0,4.0,6.0,8.0,12.0,13.0,24.0,13.0,12.0,37,4.0,2.0,4.0,3.0,4.0,5.0,7.0,8.0,5.0,6.0,06,013,356001,2018,06013356001
"Census Tract 3660.01, Contra Costa County, California",1259,3.0,5.0,6.0,10.0,13.0,28.0,9.0,13.0,7.0,2.0,68,4.0,3.0,3.0,5.0,7.0,8.0,5.0,7.0,3.0,2.0,06,013,366001,2018,06013366001
"Census Tract 3750, Contra Costa County, California",1204,3.0,3.0,11.0,9.0,15.0,21.0,14.0,13.0,4.0,3.0,62,3.0,3.0,6.0,5.0,7.0,5.0,5.0,6.0,4.0,3.0,06,013,375000,2018,06013375000
"Census Tract 3010, Contra Costa County, California",1756,3.0,7.0,9.0,9.0,11.0,8.0,11.0,17.0,16.0,5.0,130,3.0,4.0,4.0,5.0,5.0,3.0,3.0,6.0,6.0,2.0,06,013,301000,2018,06013301000
"Census Tract 3072.01, Contra Costa County, California",1075,6.0,0.0,12.0,6.0,19.0,27.0,9.0,10.0,0.0,5.0,89,4.0,1.0,7.0,4.0,9.0,7.0,4.0,5.0,1.0,5.0,06,013,307201,2018,06013307201
"Census Tract 3100, Contra Costa County, California",1719,7.0,4.0,11.0,7.0,13.0,22.0,8.0,16.0,4.0,3.0,84,4.0,3.0,5.0,4.0,5.0,6.0,4.0,5.0,2.0,2.0,06,013,310000,2018,06013310000
"Census Tract 3131.02, Contra Costa County, California",1491,5.0,5.0,1.0,6.0,14.0,18.0,18.0,14.0,9.0,5.0,114,5.0,3.0,1.0,4.0,7.0,6.0,7.0,5.0,5.0,4.0,06,013,313102,2018,06013313102
"Census Tract 3212, Contra Costa County, California",2263,7.0,1.0,6.0,4.0,8.0,18.0,17.0,21.0,5.0,9.0,101,4.0,1.0,3.0,3.0,3.0,5.0,6.0,6.0,3.0,4.0,06,013,321200,2018,06013321200
"Census Tract 3300, Contra Costa County, California",1947,0.0,1.0,6.0,6.0,9.0,17.0,19.0,20.0,13.0,4.0,94,0.0,1.0,4.0,3.0,3.0,5.0,4.0,5.0,4.0,2.0,06,013,330000,2018,06013330000
"Census Tract 3361.01, Contra Costa County, California",1559,3.0,3.0,12.0,10.0,6.0,24.0,19.0,12.0,7.0,0.0,96,3.0,3.0,5.0,5.0,3.0,8.0,8.0,5.0,3.0,2.0,06,013,336101,2018,06013336101
"Census Tract 3372, Contra Costa County, California",3218,3.0,2.0,1.0,8.0,13.0,19.0,18.0,20.0,8.0,4.0,84,2.0,1.0,1.0,4.0,5.0,5.0,6.0,6.0,3.0,2.0,06,013,337200,2018,06013337200
"Census Tract 3373, Contra Costa County, California",2315,1.0,0.0,2.0,5.0,6.0,7.0,14.0,21.0,13.0,27.0,71,1.0,1.0,2.0,2.0,3.0,4.0,5.0,5.0,4.0,6.0,06,013,337300,2018,06013337300
"Census Tract 3592.03, Contra Costa County, California",2261,1.0,1.0,4.0,0.0,5.0,15.0,16.0,34.0,10.0,10.0,107,1.0,1.0,2.0,1.0,3.0,6.0,5.0,8.0,4.0,5.0,06,013,359203,2018,06013359203
"Census Tract 3700, Contra Costa County, California",1091,2.0,3.0,3.0,5.0,6.0,12.0,20.0,25.0,11.0,9.0,72,2.0,3.0,3.0,4.0,3.0,5.0,8.0,7.0,5.0,4.0,06,013,370000,2018,06013370000
"Census Tract 3860, Contra Costa County, California",1475,6.0,4.0,11.0,9.0,16.0,10.0,12.0,15.0,11.0,2.0,46,4.0,3.0,5.0,5.0,6.0,5.0,4.0,6.0,4.0,2.0,06,013,386000,2018,06013386000
"Census Tract 3891, Contra Costa County, California",895,2.0,1.0,5.0,3.0,10.0,15.0,10.0,27.0,13.0,9.0,62,1.0,1.0,3.0,2.0,4.0,4.0,3.0,8.0,3.0,4.0,06,013,389100,2018,06013389100
"Census Tract 3892, Contra Costa County, California",691,4.0,4.0,8.0,8.0,13.0,18.0,12.0,18.0,7.0,4.0,47,2.0,4.0,6.0,4.0,6.0,6.0,5.0,6.0,3.0,3.0,06,013,389200,2018,06013389200
"Census Tract 3050, Contra Costa County, California",2213,5.0,7.0,16.0,12.0,12.0,22.0,14.0,8.0,0.0,1.0,163,4.0,6.0,6.0,5.0,6.0,8.0,6.0,3.0,1.0,2.0,06,013,305000,2018,06013305000
"Census Tract 3120, Contra Costa County, California",775,13.0,16.0,13.0,7.0,13.0,11.0,11.0,7.0,2.0,3.0,50,6.0,6.0,6.0,5.0,6.0,5.0,4.0,3.0,2.0,3.0,06,013,312000,2018,06013312000
"Census Tract 3141.04, Contra Costa County, California",2552,8.0,8.0,10.0,8.0,16.0,13.0,16.0,8.0,1.0,7.0,80,5.0,5.0,5.0,4.0,7.0,7.0,7.0,4.0,2.0,4.0,06,013,314104,2018,06013314104
"Census Tract 3150, Contra Costa County, California",1265,3.0,0.0,2.0,8.0,10.0,14.0,22.0,20.0,12.0,3.0,37,3.0,1.0,2.0,5.0,7.0,6.0,7.0,6.0,6.0,2.0,06,013,315000,2018,06013315000
"Census Tract 3200.01, Contra Costa County, California",1215,4.0,1.0,5.0,8.0,9.0,17.0,13.0,21.0,13.0,6.0,64,2.0,2.0,3.0,5.0,6.0,6.0,5.0,6.0,6.0,4.0,06,013,320001,2018,06013320001
"Census Tract 3072.05, Contra Costa County, California",2592,15.0,3.0,16.0,8.0,10.0,16.0,13.0,10.0,4.0,0.0,124,7.0,2.0,8.0,4.0,5.0,6.0,7.0,5.0,3.0,1.0,06,013,307205,2018,06013307205
"Census Tract 3080.01, Contra Costa County, California",2467,3.0,7.0,5.0,11.0,8.0,19.0,13.0,21.0,3.0,5.0,122,3.0,4.0,6.0,6.0,5.0,6.0,6.0,5.0,2.0,3.0,06,013,308001,2018,06013308001
